,DV_DEVICE_NUMBER,Device Status,DV_DEVICE_STATUS_DESCRIPTION,Device Type,DV_TRAVEL_DISTANCE (in feet),DV_SPEED_FPS,DV_CAPACITY_LBS,DV_FLOOR_FROM,DV_FLOOR_TO,DV_COVERED,,,
279,1P23876,A,ACTIVE,Passenger Elevator (P),14,1.666666667,4000,-1,4,5,,,
280,1P24301,A,ACTIVE,Passenger Elevator (P),14,1.666666667,2500,-1,4,5,,,
281,1P24535,A,ACTIVE,Passenger Elevator (P),14,1.666666667,5000,-1,4,5,,,
282,1P21454,A,ACTIVE,Passenger Elevator (P),14,1.916666667,600,-1,4,5,,,
283,1P23056,A,ACTIVE,Passenger Elevator (P),14,2,4000,-1,4,5,,,
284,1P10103,A,ACTIVE,Passenger Elevator (P),14,2.083333333,2000,-1,4,5,,,
285,1P10648,A,ACTIVE,Passenger Elevator (P),14,2.083333333,1000,-1,4,5,,,
286,1P20094,A,ACTIVE,Passenger Elevator (P),14,2.083333333,750,-1,4,5,,,
287,1P21253,A,ACTIVE,Passenger Elevator (P),14,2.083333333,1000,-1,4,5,,,
288,1P25128,A,ACTIVE,Passenger Elevator (P),14,2.083333333,800,-1,4,5,,,
289,1P21084,A,ACTIVE,Passenger Elevator (P),14,2.166666667,700,-1,4,5,,,
290,1P10877,A,ACTIVE,Passenger Elevator (P),14,2.5,2700,-1,4,5,,,
291,1P10963,A,ACTIVE,Passenger Elevator (P),14,2.5,2500,-1,4,5,,,
292,1P11103,A,ACTIVE,Passenger Elevator (P),14,2.5,1200,-1,4,5,,,
293,1P11462,A,ACTIVE,Passenger Elevator (P),14,2.5,1000,-1,4,5,,,
294,1P12277,A,ACTIVE,Passenger Elevator (P),14,2.5,2000,-1,4,5,,,
295,1P1665,A,ACTIVE,Passenger Elevator (P),14,2.5,2000,-1,4,5,,,
296,1P17389,A,ACTIVE,Passenger Elevator (P),14,2.5,4000,-1,4,5,,,
297,1P20957,A,ACTIVE,Passenger Elevator (P),14,2.5,5000,-1,4,5,,,
298,1P21035,A,ACTIVE,Passenger Elevator (P),14,2.5,600,-1,4,5,,,
299,1P21438,A,ACTIVE,Passenger Elevator (P),14,2.5,1200,-1,4,5,,,
300,1P22247,A,ACTIVE,Passenger Elevator (P),14,2.5,2000,-1,4,5,,,
301,1P2293,A,ACTIVE,Passenger Elevator (P),14,2.5,2000,-1,4,5,,,
302,1P2426,A,ACTIVE,Passenger Elevator (P),14,2.5,2000,-1,4,5,,,
303,1P25077,A,ACTIVE,Passenger Elevator (P),14,2.5,1200,-1,4,5,,,
304,1P25156,A,ACTIVE,Passenger Elevator (P),14,2.5,2000,-1,4,5,,,
305,1P12330,A,ACTIVE,Passenger Elevator (P),14,2.916666667,1000,-1,4,5,,,
306,1P12060,A,ACTIVE,Passenger Elevator (P),14,3.333333333,,-1,4,5,,,
307,1P12116,A,ACTIVE,Passenger Elevator (P),14,3.333333333,2000,-1,4,5,,,
308,1P12132,A,ACTIVE,Passenger Elevator (P),14,3.333333333,2300,-1,4,5,,,
309,1P13147,A,ACTIVE,Passenger Elevator (P),14,3.333333333,1200,-1,4,5,,,
310,1P13441,A,ACTIVE,Passenger Elevator (P),14,3.333333333,2000,-1,4,5,,,
311,1P1378,A,ACTIVE,Passenger Elevator (P),14,3.333333333,2000,-1,4,5,,,
312,1P1691,A,ACTIVE,Passenger Elevator (P),14,3.333333333,2500,-1,4,5,,,
313,1P21955,A,ACTIVE,Passenger Elevator (P),14,3.333333333,2500,-1,4,5,,,
314,1P24461,A,ACTIVE,Passenger Elevator (P),14,3.333333333,1200,-1,4,5,,,
315,1P24615,A,ACTIVE,Passenger Elevator (P),14,3.333333333,1200,-1,4,5,,,
316,1P24930,A,ACTIVE,Passenger Elevator (P),15,3.333333333,2000,-1,4,5,,,
317,1P25093,A,ACTIVE,Passenger Elevator (P),15,3.333333333,1000,-1,4,5,,,
318,1P25354,A,ACTIVE,Passenger Elevator (P),15,3.333333333,2000,-1,4,5,,,
319,1P254,A,ACTIVE,Passenger Elevator (P),15,3.333333333,2500,-1,4,5,,,
320,1P25418,A,ACTIVE,Passenger Elevator (P),15,3.333333333,3000,-1,4,5,,,
321,1P10964,A,ACTIVE,Passenger Elevator (P),15,4.166666667,3000,-1,4,5,,,
322,1P1187,A,ACTIVE,Passenger Elevator (P),15,4.166666667,2500,-1,4,5,,,
323,1P13482,A,ACTIVE,Passenger Elevator (P),15,4.166666667,3000,-1,4,5,,,
324,1P14062,A,ACTIVE,Passenger Elevator (P),15,4.166666667,1500,-1,4,5,,,
325,1P14073,A,ACTIVE,Passenger Elevator (P),15,4.166666667,2250,-1,4,5,,,
326,1P2377,A,ACTIVE,Passenger Elevator (P),15,4.166666667,3000,-1,4,5,,,
327,1P25588,A,ACTIVE,Passenger Elevator (P),15,4.166666667,3000,-1,4,5,,,
328,1P12482,A,ACTIVE,Passenger Elevator (P),15,5,2000,-1,4,5,,,
329,1P14755,A,ACTIVE,Passenger Elevator (P),15,5,1000,-1,4,5,,,
330,1P1682,A,ACTIVE,Passenger Elevator (P),15,5,2500,-1,4,5,,,
331,1P18534,A,ACTIVE,Passenger Elevator (P),15,5,1200,-1,4,5,,,
332,1P12208,A,ACTIVE,Passenger Elevator (P),15,5.833333333,2000,-1,4,5,,,
333,1P13279,A,ACTIVE,Passenger Elevator (P),15,5.833333333,2500,-1,4,5,,,
334,1P15028,A,ACTIVE,Passenger Elevator (P),15,5.833333333,2000,-1,4,5,,,
335,1P16606,A,ACTIVE,Passenger Elevator (P),15,5.833333333,2000,-1,4,5,,,
336,1P17112,A,ACTIVE,Passenger Elevator (P),15,5.833333333,1500,-1,4,5,,,
337,1P1728,A,ACTIVE,Passenger Elevator (P),15,5.833333333,1800,-1,4,5,,,
338,1P17362,A,ACTIVE,Passenger Elevator (P),15,5.833333333,2500,-1,4,5,,,
339,1P19918,A,ACTIVE,Passenger Elevator (P),15,5.833333333,1000,-1,4,5,,,
340,1P19994,A,ACTIVE,Passenger Elevator (P),15,5.833333333,1500,-1,4,5,,,
341,1P20034,A,ACTIVE,Passenger Elevator (P),15,5.833333333,750,-1,4,5,,,
342,1P20187,A,ACTIVE,Passenger Elevator (P),15,5.833333333,2000,-1,4,5,,,
343,1P23120,A,ACTIVE,Passenger Elevator (P),15,5.833333333,1200,-1,4,5,,,
344,1P24122,A,ACTIVE,Passenger Elevator (P),15,5.833333333,3000,-1,4,5,,,
345,1P25415,A,ACTIVE,Passenger Elevator (P),15,5.833333333,2500,-1,4,5,,,
346,1P25538,A,ACTIVE,Passenger Elevator (P),15,5.833333333,1200,-1,4,5,,,
347,1P17486,A,ACTIVE,Passenger Elevator (P),15,6.666666667,2500,-1,4,5,,,
348,1P17487,A,ACTIVE,Passenger Elevator (P),15,6.666666667,2500,-1,4,5,,,
349,1P20883,A,ACTIVE,Passenger Elevator (P),15,6.666666667,2000,-1,4,5,,,
350,1P20982,A,ACTIVE,Passenger Elevator (P),15,6.666666667,2000,-1,4,5,,,
351,1P21151,A,ACTIVE,Passenger Elevator (P),15,6.666666667,1000,-1,4,5,,,
352,1P21989,A,ACTIVE,Passenger Elevator (P),15,6.666666667,4000,-1,4,5,,,
353,1P14295,A,ACTIVE,Passenger Elevator (P),15,7.5,2100,-1,4,5,,,
354,1P20085,A,ACTIVE,Passenger Elevator (P),15,7.5,1950,-1,4,5,,,
355,1P20989,A,ACTIVE,Passenger Elevator (P),15,7.5,1000,-1,4,5,,,
356,1P21136,A,ACTIVE,Passenger Elevator (P),15,7.5,1500,-1,4,5,,,
357,1P11979,A,ACTIVE,Passenger Elevator (P),15,8.333333333,1200,-1,4,5,,,
358,1P1198,A,ACTIVE,Passenger Elevator (P),15,8.333333333,800,-1,4,5,,,
359,1P14681,A,ACTIVE,Passenger Elevator (P),15,8.333333333,2000,-1,4,5,,,
360,1P15353,A,ACTIVE,Passenger Elevator (P),15,8.333333333,650,-1,4,5,,,
361,1P15682,A,ACTIVE,Passenger Elevator (P),15,8.333333333,2500,-1,4,5,,,
362,1P15683,A,ACTIVE,Passenger Elevator (P),15,8.333333333,2500,-1,4,5,,,
363,1P20305,A,ACTIVE,Passenger Elevator (P),15,8.333333333,3500,-1,4,5,,,
364,1P21471,A,ACTIVE,Passenger Elevator (P),15,8.333333333,1400,-1,4,5,,,
365,1P21600,A,ACTIVE,Passenger Elevator (P),15,8.333333333,650,-1,4,5,,,
366,1P25587,A,ACTIVE,Passenger Elevator (P),16,8.333333333,3000,-1,4,5,,,
367,1P21068,A,ACTIVE,Passenger Elevator (P),16,9.166666667,1000,-1,4,5,,,
368,1P14918,A,ACTIVE,Passenger Elevator (P),16,10,3500,-1,4,5,,,
369,1P15133,A,ACTIVE,Passenger Elevator (P),16,10,1000,-1,4,5,,,
370,1P20342,A,ACTIVE,Passenger Elevator (P),16,10,3500,-1,4,5,,,
371,1P21152,A,ACTIVE,Passenger Elevator (P),16,10,1500,-1,4,5,,,
372,1P21176,A,ACTIVE,Passenger Elevator (P),16,10,1200,-1,4,5,,,
373,1P14827,A,ACTIVE,Passenger Elevator (P),16,11.66666667,1000,-1,4,5,,,
374,1P15725,A,ACTIVE,Passenger Elevator (P),16,11.66666667,1500,-1,4,5,,,
375,1P19712,A,ACTIVE,Passenger Elevator (P),16,11.66666667,450,-1,4,5,,,
376,1P19823,A,ACTIVE,Passenger Elevator (P),16,11.66666667,1500,-1,4,5,,,
377,1P20066,A,ACTIVE,Passenger Elevator (P),16,11.66666667,1200,-1,4,5,,,
378,1P20224,A,ACTIVE,Passenger Elevator (P),16,11.66666667,8000,-1,4,5,,,
379,1P20641,A,ACTIVE,Passenger Elevator (P),16,11.66666667,1800,-1,4,5,,,
380,1P20943,A,ACTIVE,Passenger Elevator (P),16,11.66666667,1200,-1,4,5,,,
381,1P21089,A,ACTIVE,Passenger Elevator (P),16,11.66666667,750,-1,4,5,,,
382,1P21094,A,ACTIVE,Passenger Elevator (P),16,11.66666667,2000,-1,4,5,,,
383,1P21265,A,ACTIVE,Passenger Elevator (P),16,11.66666667,750,-1,4,5,,,
384,1P21296,A,ACTIVE,Passenger Elevator (P),16,11.66666667,1200,-1,4,5,,,
385,1P21341,A,ACTIVE,Passenger Elevator (P),16,11.66666667,900,-1,4,5,,,
386,1P21470,A,ACTIVE,Passenger Elevator (P),16,11.66666667,1400,-1,4,5,,,
387,1P21504,A,ACTIVE,Passenger Elevator (P),16,11.66666667,1000,-1,4,5,,,
388,1P21539,A,ACTIVE,Passenger Elevator (P),16,11.66666667,1000,-1,4,5,,,
389,1P21540,A,ACTIVE,Passenger Elevator (P),16,11.66666667,600,-1,4,5,,,
390,1P2159,A,ACTIVE,Passenger Elevator (P),16,11.66666667,1500,-1,4,5,,,
391,1P21617,A,ACTIVE,Passenger Elevator (P),16,11.66666667,3000,-1,4,5,,,
392,1P21624,A,ACTIVE,Passenger Elevator (P),16,11.66666667,5000,-1,4,5,,,
393,1P22049,A,ACTIVE,Passenger Elevator (P),16,11.66666667,1500,-1,4,5,,,
394,1P22120,A,ACTIVE,Passenger Elevator (P),16,11.66666667,2500,-1,4,5,,,
395,1P21441,A,ACTIVE,Passenger Elevator (P),16,12.5,500,-1,4,5,,,
396,1P16033,A,ACTIVE,Passenger Elevator (P),16,13.33333333,500,-1,4,5,,,
397,1P16243,A,ACTIVE,Passenger Elevator (P),16,13.33333333,3000,-1,4,5,,,
398,1P21569,A,ACTIVE,Passenger Elevator (P),16,13.33333333,1000,-1,4,5,,,
399,1P22311,A,ACTIVE,Passenger Elevator (P),16,13.33333333,2000,-1,4,5,,,
400,1P10055,A,ACTIVE,Passenger Elevator (P),16,0.5,3500,-1,5,6,,,
401,1P19832,A,ACTIVE,Passenger Elevator (P),16,0.5,1200,-1,5,6,,,
402,1P2023,A,ACTIVE,Passenger Elevator (P),16,0.5,1000,-1,5,6,,,
403,1P10683,A,ACTIVE,Passenger Elevator (P),16,0.6,1000,-1,5,6,,,
404,1P17350,A,ACTIVE,Passenger Elevator (P),16,0.6,4000,-1,5,6,,,
405,1P20016,A,ACTIVE,Passenger Elevator (P),16,0.6,6000,-1,5,6,,,
406,1P21435,A,ACTIVE,Passenger Elevator (P),16,0.6,750,-1,5,6,,,
407,1P2226,A,ACTIVE,Passenger Elevator (P),17,0.6,2000,-1,5,6,,,
408,1P22790,A,ACTIVE,Passenger Elevator (P),17,0.6,1200,-1,5,6,,,
409,1P22430,A,ACTIVE,Passenger Elevator (P),17,0.666666667,3200,-1,5,6,,,
410,1P21192,A,ACTIVE,Passenger Elevator (P),17,0.833333333,1250,-1,5,6,,,
411,1P2445,A,ACTIVE,Passenger Elevator (P),17,1.25,2000,-1,5,6,,,
412,1P17353,A,ACTIVE,Passenger Elevator (P),17,1.5,2500,-1,5,6,,,
413,1P1001,A,ACTIVE,Passenger Elevator (P),17,1.666666667,2000,-1,5,6,,,
414,1P10280,A,ACTIVE,Passenger Elevator (P),17,1.666666667,1500,-1,5,6,,,
415,1P1042,A,ACTIVE,Passenger Elevator (P),17,1.666666667,2500,-1,5,6,,,
416,1P10538,A,ACTIVE,Passenger Elevator (P),17,1.666666667,2500,-1,5,6,,,
417,1P10544,A,ACTIVE,Passenger Elevator (P),17,1.666666667,2000,-1,5,6,,,
418,1P10640,A,ACTIVE,Passenger Elevator (P),17,1.666666667,2000,-1,5,6,,,
419,1P10692,A,ACTIVE,Passenger Elevator (P),17,1.666666667,900,-1,5,6,,,
420,1P10693,A,ACTIVE,Passenger Elevator (P),17,1.666666667,2550,-1,5,6,,,
421,1P10729,A,ACTIVE,Passenger Elevator (P),17,1.666666667,2000,-1,5,6,,,
422,1P10843,A,ACTIVE,Passenger Elevator (P),17,1.666666667,1500,-1,5,6,,,
423,1P10845,A,ACTIVE,Passenger Elevator (P),17,1.666666667,1000,-1,5,6,,,
424,1P10928,A,ACTIVE,Passenger Elevator (P),17,1.666666667,3000,-1,5,6,,,
425,1P11018,A,ACTIVE,Passenger Elevator (P),17,1.666666667,2500,-1,5,6,,,
426,1P11051,A,ACTIVE,Passenger Elevator (P),17,1.666666667,2000,-1,5,6,,,
427,1P11327,A,ACTIVE,Passenger Elevator (P),17,1.666666667,2000,-1,5,6,,,
428,1P11361,A,ACTIVE,Passenger Elevator (P),17,1.666666667,1800,-1,5,6,,,
429,1P11369,A,ACTIVE,Passenger Elevator (P),17,1.666666667,2000,-1,5,6,,,
430,1P11452,A,ACTIVE,Passenger Elevator (P),17,1.666666667,2000,-1,5,6,,,
431,1P11500,A,ACTIVE,Passenger Elevator (P),17,1.666666667,2000,-1,5,6,,,
432,1P11509,A,ACTIVE,Passenger Elevator (P),17,1.666666667,2000,-1,5,6,,,
433,1P11653,A,ACTIVE,Passenger Elevator (P),17,1.666666667,1000,-1,5,6,,,
434,1P12036,A,ACTIVE,Passenger Elevator (P),17,1.666666667,1800,-1,5,6,,,
435,1P12496,A,ACTIVE,Passenger Elevator (P),17,1.666666667,,-1,5,6,,,
436,1P12641,A,ACTIVE,Passenger Elevator (P),17,1.666666667,1500,-1,5,6,,,
437,1P17064,A,ACTIVE,Passenger Elevator (P),18,1.666666667,1000,-1,5,6,,,
438,1P17356,A,ACTIVE,Passenger Elevator (P),18,1.666666667,1200,-1,5,6,,,
439,1P20339,A,ACTIVE,Passenger Elevator (P),18,1.666666667,1000,-1,5,6,,,
440,1P20952,A,ACTIVE,Passenger Elevator (P),18,1.666666667,1000,-1,5,6,,,
441,1P21008,A,ACTIVE,Passenger Elevator (P),18,1.666666667,1500,-1,5,6,,,
442,1P21009,A,ACTIVE,Passenger Elevator (P),18,1.666666667,1000,-1,5,6,,,
443,1P21351,A,ACTIVE,Passenger Elevator (P),18,1.666666667,850,-1,5,6,,,
444,1P21626,A,ACTIVE,Passenger Elevator (P),18,1.666666667,4000,-1,5,6,,,
445,1P22117,A,ACTIVE,Passenger Elevator (P),18,1.666666667,2000,-1,5,6,,,
446,1P22308,A,ACTIVE,Passenger Elevator (P),18,1.666666667,1200,-1,5,6,,,
447,1P22798,A,ACTIVE,Passenger Elevator (P),18,1.666666667,1200,-1,5,6,,,
448,1P23762,A,ACTIVE,Passenger Elevator (P),18,1.666666667,2000,-1,5,6,,,
449,1P2384,A,ACTIVE,Passenger Elevator (P),18,1.666666667,2000,-1,5,6,,,
450,1P23952,A,ACTIVE,Passenger Elevator (P),18,1.666666667,1200,-1,5,6,,,
451,1P24107,A,ACTIVE,Passenger Elevator (P),18,1.666666667,1200,-1,5,6,,,
452,1P24145,A,ACTIVE,Passenger Elevator (P),18,1.666666667,1200,-1,5,6,,,
453,1P24524,A,ACTIVE,Passenger Elevator (P),18,1.666666667,1000,-1,5,6,,,
454,1P25292,A,ACTIVE,Passenger Elevator (P),18,1.666666667,1000,-1,5,6,,,
455,1P24614,A,ACTIVE,Passenger Elevator (P),18,2,1200,-1,5,6,,,
456,1P10392,A,ACTIVE,Passenger Elevator (P),18,2.083333333,1500,-1,5,6,,,
457,1P10728,A,ACTIVE,Passenger Elevator (P),18,2.083333333,1000,-1,5,6,,,
458,1P1262,A,ACTIVE,Passenger Elevator (P),18,2.083333333,2000,-1,5,6,,,
459,1P17354,A,ACTIVE,Passenger Elevator (P),18,2.083333333,2500,-1,5,6,,,
460,1P18751,A,ACTIVE,Passenger Elevator (P),18,2.083333333,1500,-1,5,6,,,
461,1P2070,A,ACTIVE,Passenger Elevator (P),18,2.083333333,2200,-1,5,6,,,
462,1P21003,A,ACTIVE,Passenger Elevator (P),18,2.083333333,1800,-1,5,6,,,
463,1P21021,A,ACTIVE,Passenger Elevator (P),19,2.083333333,2000,-1,5,6,,,
464,1P21096,A,ACTIVE,Passenger Elevator (P),19,2.083333333,600,-1,5,6,,,
465,1P21113,A,ACTIVE,Passenger Elevator (P),19,2.083333333,1500,-1,5,6,,,
466,1P21517,A,ACTIVE,Passenger Elevator (P),19,2.083333333,900,-1,5,6,,,
467,1P22152,A,ACTIVE,Passenger Elevator (P),19,2.083333333,2000,-1,5,6,,,
468,1P23380,A,ACTIVE,Passenger Elevator (P),19,2.083333333,2000,-1,5,6,,,
469,1P23813,A,ACTIVE,Passenger Elevator (P),19,2.083333333,1200,-1,5,6,,,
470,1P24907,A,ACTIVE,Passenger Elevator (P),19,2.083333333,2000,-1,5,6,,,
471,1P20907,A,ACTIVE,Passenger Elevator (P),19,2.166666667,1200,-1,5,6,,,
472,1P23978,A,ACTIVE,Passenger Elevator (P),19,2.166666667,1000,-1,5,6,,,
473,1P23883,A,ACTIVE,Passenger Elevator (P),19,2.216666667,1200,-1,5,6,,,
474,1P1069,A,ACTIVE,Passenger Elevator (P),19,2.5,2000,-1,5,6,,,
475,1P11096,A,ACTIVE,Passenger Elevator (P),19,2.5,2500,-1,5,6,,,
476,1P11367,A,ACTIVE,Passenger Elevator (P),19,2.5,1200,-1,5,6,,,
477,1P11386,A,ACTIVE,Passenger Elevator (P),19,2.5,1500,-1,5,6,,,
478,1P11758,A,ACTIVE,Passenger Elevator (P),19,2.5,3000,-1,5,6,,,
479,1P12035,A,ACTIVE,Passenger Elevator (P),19,2.5,1800,-1,5,6,,,
480,1P12224,A,ACTIVE,Passenger Elevator (P),19,2.5,1200,-1,5,6,,,
481,1P12273,A,ACTIVE,Passenger Elevator (P),19,2.5,2250,-1,5,6,,,
482,1P14304,A,ACTIVE,Passenger Elevator (P),19,2.5,3000,-1,5,6,,,
483,1P16515,A,ACTIVE,Passenger Elevator (P),19,2.5,1800,-1,5,6,,,
484,1P20626,A,ACTIVE,Passenger Elevator (P),19,2.5,1200,-1,5,6,,,
485,1P20688,A,ACTIVE,Passenger Elevator (P),19,2.5,1200,-1,5,6,,,
486,1P21257,A,ACTIVE,Passenger Elevator (P),19,2.5,600,-1,5,6,,,
487,1P21347,A,ACTIVE,Passenger Elevator (P),19,2.5,1000,-1,5,6,,,
488,1P21377,A,ACTIVE,Passenger Elevator (P),20,2.5,1000,-1,5,6,,,
489,1P21945,A,ACTIVE,Passenger Elevator (P),20,2.5,1200,-1,5,6,,,
490,1P2316,A,ACTIVE,Passenger Elevator (P),20,2.5,2000,-1,5,6,,,
491,1P23818,A,ACTIVE,Passenger Elevator (P),20,2.5,1200,-1,5,6,,,
492,1P23882,A,ACTIVE,Passenger Elevator (P),20,2.5,2000,-1,5,6,,,
493,1P23933,A,ACTIVE,Passenger Elevator (P),20,2.5,2000,-1,5,6,,,
494,1P24066,A,ACTIVE,Passenger Elevator (P),20,2.5,1000,-1,5,6,,,
495,1P2428,A,ACTIVE,Passenger Elevator (P),20,2.5,1700,-1,5,6,,,
496,1P2438,A,ACTIVE,Passenger Elevator (P),20,2.5,4000,-1,5,6,,,
497,1P24390,A,ACTIVE,Passenger Elevator (P),20,2.5,2000,-1,5,6,,,
498,1P24452,A,ACTIVE,Passenger Elevator (P),20,2.5,2000,-1,5,6,,,
499,1P24453,A,ACTIVE,Passenger Elevator (P),20,2.5,2000,-1,5,6,,,
500,1P24552,A,ACTIVE,Passenger Elevator (P),20,2.5,2000,-1,5,6,,,
501,1P24679,A,ACTIVE,Passenger Elevator (P),20,2.5,2500,-1,5,6,,,
502,1P24781,A,ACTIVE,Passenger Elevator (P),20,2.5,3000,-1,5,6,,,
503,1P24940,A,ACTIVE,Passenger Elevator (P),20,2.5,1000,-1,5,6,,,
504,1P25057,A,ACTIVE,Passenger Elevator (P),20,2.5,1500,-1,5,6,,,
505,1P2529,A,ACTIVE,Passenger Elevator (P),20,2.5,2500,-1,5,6,,,
506,1P25775,A,ACTIVE,Passenger Elevator (P),20,2.5,2000,-1,5,6,,,
507,1P2515,A,ACTIVE,Passenger Elevator (P),20,2.916666667,2200,-1,5,6,,,
508,1P25220,A,ACTIVE,Passenger Elevator (P),20,2.916666667,1500,-1,5,6,,,
509,1P10694,A,ACTIVE,Passenger Elevator (P),20,3.333333333,1000,-1,5,6,,,
510,1P11266,A,ACTIVE,Passenger Elevator (P),20,3.333333333,2000,-1,5,6,,,
511,1P11431,A,ACTIVE,Passenger Elevator (P),20,3.333333333,2000,-1,5,6,,,
512,1P11669,A,ACTIVE,Passenger Elevator (P),20,3.333333333,2000,-1,5,6,,,
513,1P11720,A,ACTIVE,Passenger Elevator (P),20,3.333333333,1600,-1,5,6,,,
514,1P12042,A,ACTIVE,Passenger Elevator (P),20,3.333333333,1800,-1,5,6,,,
515,1P12154,A,ACTIVE,Passenger Elevator (P),20,3.333333333,1800,-1,5,6,,,
516,1P12461,A,ACTIVE,Passenger Elevator (P),20,3.333333333,2000,-1,5,6,,,
517,1P12493,A,ACTIVE,Passenger Elevator (P),21,3.333333333,2000,-1,5,6,,,
518,1P125,A,ACTIVE,Passenger Elevator (P),21,3.333333333,14000,-1,5,6,,,
519,1P12769,A,ACTIVE,Passenger Elevator (P),21,3.333333333,1500,-1,5,6,,,
520,1P12984,A,ACTIVE,Passenger Elevator (P),21,3.333333333,1800,-1,5,6,,,
521,1P1309,A,ACTIVE,Passenger Elevator (P),21,3.333333333,2250,-1,5,6,,,
522,1P13423,A,ACTIVE,Passenger Elevator (P),21,3.333333333,4500,-1,5,6,,,
523,1P13672,A,ACTIVE,Passenger Elevator (P),21,3.333333333,2000,-1,5,6,,,
524,1P13693,A,ACTIVE,Passenger Elevator (P),21,3.333333333,1000,-1,5,6,,,
525,1P13778,A,ACTIVE,Passenger Elevator (P),21,3.333333333,2000,-1,5,6,,,
526,1P14065,A,ACTIVE,Passenger Elevator (P),21,3.333333333,1500,-1,5,6,,,
527,1P14318,A,ACTIVE,Passenger Elevator (P),21,3.333333333,1800,-1,5,6,,,
528,1P14665,A,ACTIVE,Passenger Elevator (P),21,3.333333333,1200,-1,5,6,,,
529,1P21213,A,ACTIVE,Passenger Elevator (P),21,3.333333333,1500,-1,5,6,,,
530,1P23469,A,ACTIVE,Passenger Elevator (P),21,3.333333333,1500,-1,5,6,,,
531,1P24680,A,ACTIVE,Passenger Elevator (P),21,3.333333333,2500,-1,5,6,,,
532,1P24867,A,ACTIVE,Passenger Elevator (P),21,3.333333333,2000,-1,5,6,,,
533,1P25027,A,ACTIVE,Passenger Elevator (P),21,3.333333333,1000,-1,5,6,,,
534,1P25054,A,ACTIVE,Passenger Elevator (P),21,3.333333333,1200,-1,5,6,,,
535,1P25136,A,ACTIVE,Passenger Elevator (P),21,3.333333333,2000,-1,5,6,,,
536,1P25335,A,ACTIVE,Passenger Elevator (P),21,3.333333333,2000,-1,5,6,,,
537,1P2534,A,ACTIVE,Passenger Elevator (P),21,3.333333333,1500,-1,5,6,,,
538,1P25670,A,ACTIVE,Passenger Elevator (P),21,3.333333333,1500,-1,5,6,,,
539,1P25700,A,ACTIVE,Passenger Elevator (P),21,3.333333333,200,-1,5,6,,,
540,1P25823,A,ACTIVE,Passenger Elevator (P),21,3.333333333,3000,-1,5,6,,,
541,1P11418,A,ACTIVE,Passenger Elevator (P),21,4.166666667,1500,-1,5,6,,,
542,1P11507,A,ACTIVE,Passenger Elevator (P),21,4.166666667,1000,-1,5,6,,,
543,1P12689,A,ACTIVE,Passenger Elevator (P),21,4.166666667,1000,-1,5,6,,,
544,1P12941,A,ACTIVE,Passenger Elevator (P),21,4.166666667,1500,-1,5,6,,,
545,1P13099,A,ACTIVE,Passenger Elevator (P),21,4.166666667,1350,-1,5,6,,,
546,1P134,A,ACTIVE,Passenger Elevator (P),21,4.166666667,1800,-1,5,6,,,
547,1P13483,A,ACTIVE,Passenger Elevator (P),21,4.166666667,2500,-1,5,6,,,
548,1P13845,A,ACTIVE,Passenger Elevator (P),21,4.166666667,1800,-1,5,6,,,
549,1P1760,A,ACTIVE,Passenger Elevator (P),21,4.166666667,2500,-1,5,6,,,
550,1P22380,A,ACTIVE,Passenger Elevator (P),21,4.166666667,2000,-1,5,6,,,
551,1P2359,A,ACTIVE,Passenger Elevator (P),21,4.166666667,1800,-1,5,6,,,
552,1P2455,A,ACTIVE,Passenger Elevator (P),21,4.166666667,2000,-1,5,6,,,
553,1P24550,A,ACTIVE,Passenger Elevator (P),22,4.166666667,2000,-1,5,6,,,
554,1P2551,A,ACTIVE,Passenger Elevator (P),22,4.166666667,2100,-1,5,6,,,
555,1P25712,A,ACTIVE,Passenger Elevator (P),22,4.166666667,1200,-1,5,6,,,
556,1P25825,A,ACTIVE,Passenger Elevator (P),22,4.166666667,2500,-1,5,6,,,
557,1P11232,A,ACTIVE,Passenger Elevator (P),22,5,3500,-1,5,6,,,
558,1P12981,A,ACTIVE,Passenger Elevator (P),22,5,3000,-1,5,6,,,
559,1P13138,A,ACTIVE,Passenger Elevator (P),22,5,1000,-1,5,6,,,
560,1P13228,A,ACTIVE,Passenger Elevator (P),22,5,2000,-1,5,6,,,
561,1P14673,A,ACTIVE,Passenger Elevator (P),22,5,750,-1,5,6,,,
562,1P1779,A,ACTIVE,Passenger Elevator (P),22,5,2000,-1,5,6,,,
563,1P1850,A,ACTIVE,Passenger Elevator (P),22,5,4000,-1,5,6,,,
564,1P18533,A,ACTIVE,Passenger Elevator (P),22,5,2500,-1,5,6,,,
565,1P19894,A,ACTIVE,Passenger Elevator (P),22,5,750,-1,5,6,,,
566,1P19921,A,ACTIVE,Passenger Elevator (P),22,5,2000,-1,5,6,,,
567,1P20889,A,ACTIVE,Passenger Elevator (P),22,5,1300,-1,5,6,,,
568,1P24923,A,ACTIVE,Passenger Elevator (P),22,5,1800,-1,5,6,,,
569,1P10907,A,ACTIVE,Passenger Elevator (P),22,5.833333333,2500,-1,5,6,,,
570,1P11355,A,ACTIVE,Passenger Elevator (P),22,5.833333333,2000,-1,5,6,,,
571,1P1168,A,ACTIVE,Passenger Elevator (P),22,5.833333333,2000,-1,5,6,,,
572,1P11883,A,ACTIVE,Passenger Elevator (P),22,5.833333333,1000,-1,5,6,,,
